1091854428,False,SCP
3002908378,False,SCP
2287595020,False,SCP
1868969640,False,SCP
234325450,False,SCP
2872301627,False,Organisme repr
707950753235791872,False,Organisme repr
2853533693,False,Organisme repr
2570924821,False,Organisme repr
1196461015,False,Organisme repr
162716503,False,Association
438215563,False,Association
190220007,False,Association
85182410,False,Association
94594788,False,Association
88682428,False,Association
210762410,False,Association
94549979,False,Association
16448823,False,Association
185988896,False,Association
2280284371,False,Organisme repr
19731386,True,Fondation
35717480,False,Association
26463111,False,Association
15480982,False,Association
19491190,True,Association
478448085,True,Association
280768201,True,Association
4008771,True,Association
2385515792,True,Socent
810911485639720962,False,SCP
827474547414802432,False,Association
2813763341,False,Association
2748899654,True,Association
4662976216,True,Association
2515477164,False,SCP
3301508739,True,Association
3300230655,True,Association
2874832173,True,Socent
3187291107,False,Socent
751359960861274112,False,Socent
854339307926147077,True,Socent
801368587369902080,True,Socent
17814258,True,Socent
2870695006,False,SCIC
710107916817342469,False,SCP
774213301777625088,False,Socent
708222792022564865,False,Socent
752515809608687616,True,Socent
964067180,False,SCIC
3869056463,False,SCIC
2882965379,False,Socent
788728309794349056,False,Socent
2831504059,False,Association
2315768366,True,Association
3909797543,False,Socent
3936984087,False,Socent
210531834,False,Organisme repr
263694573,False,Autre
742071477281902593,False,Association
831490244914585600,False,Autre
4012972094,False,Association
2420601200,False,Association
138400300,False,SCP
1381426296,False,SCP
1896792728,False,SCP
293497326,False,SCP
3365797809,False,SCP
1860887779,True,SCIC
73702827,True,SCIC
264685380,False,SCIC
363043433,False,SCIC
761853873984331776,False,SCIC
1615835724,True,SCIC
737282389215481856,False,SCIC
4291244836,False,SCIC
778593257597132800,False,SCIC
3596739075,True,SCIC
22004446,True,Association
2383918765,False,Socent
414112682,False,Organisme repr
2415794952,False,Fondation
720937808387563520,False,Autre
2528142864,False,Association
2853307829,False,Fondation
3003259461,False,Fondation
1552670882,False,Fondation
2839491417,False,Fondation
700637321134108673,False,Fondation
3081977435,False,Socent
1482729806,False,Fondation
1605513122,False,Fondation
1111275763,False,Association
2812899768,False,Socent
569866753,False,Association
2429128435,False,Association
770203089005637632,False,SCP
2974440418,False,Socent
3161040449,False,Association
4860753449,False,Association
130921344,False,Socent
3596206937,True,Socent
1860641586,True,Socent
2974707209,True,SCP
